Blatt;Seite;Spalte;Zeile;Vers
202;v;a;35;17293
202;v;a;36;17294
202;v;a;37;17295
202;v;a;38;17296
202;v;a;39;17297
202;v;a;40;17298
202;v;a;41;17299
202;v;a;42;17300
202;v;a;43;17301
202;v;a;44;17302
202;v;a;45;17303
202;v;a;46;17304
202;v;a;47;17305
202;v;a;48;17306
202;v;b;1;17307
202;v;b;2;17308
202;v;b;3;17309
202;v;b;4;17310
202;v;b;5;17311
202;v;b;6;17312
202;v;b;7;17313
202;v;b;8;17314
202;v;b;9;17315
202;v;b;10;17316
202;v;b;11;17317
202;v;b;12;17318
202;v;b;13;17319
202;v;b;14;17320
202;v;b;15;17321
202;v;b;16;17322
202;v;b;17;17323
202;v;b;18;17324
202;v;b;19;17325
202;v;b;20;17326
202;v;b;21;17327
202;v;b;22;17328
202;v;b;23;17329
202;v;b;24;17330
202;v;b;25;17331
202;v;b;26;17332
202;v;b;27;17333
202;v;b;28;17334
202;v;b;29;17335
202;v;b;30;17336
202;v;b;31;17337
202;v;b;32;17338
202;v;b;33;17339
202;v;b;34;17340
202;v;b;35;17341
202;v;b;36;17342
202;v;b;37;17343
202;v;b;38;17344
202;v;b;39;17345
202;v;b;40;17346
202;v;b;41;17347
202;v;b;42;17348
202;v;b;43;17349
202;v;b;44;17350
202;v;b;45;17351
202;v;b;46;17352
202;v;b;47;17353
203;r;a;1;17354
203;r;a;2;17355
203;r;a;3;17356
203;r;a;4;17357
203;r;a;5;17358
203;r;a;6;17359
203;r;a;7;17360
203;r;a;8;17361
203;r;a;9;17362
203;r;a;10;17363
203;r;a;11;17364
203;r;a;12;17365
203;r;a;13;17366
203;r;a;14;17367
203;r;a;15;17368
203;r;a;16;17369
203;r;a;17;17370
203;r;a;18;17371
203;r;a;19;17372
203;r;a;20;17373
203;r;a;21;17374
203;r;a;22;17375
203;r;a;23;17376
203;r;a;24;17377
203;r;a;25;17378
203;r;a;26;17379
203;r;a;27;17380
203;r;a;28;17381
203;r;a;29;17382
203;r;a;30;17383
203;r;a;31;17384
203;r;a;32;17385
203;r;a;33;17386
203;r;a;34;17387
203;r;a;35;17388
203;r;a;36;17389
203;r;a;37;17390
203;r;a;38;17391
203;r;a;39;17392
203;r;a;40;17393
203;r;a;41;17394
203;r;a;42;17395
203;r;a;43;17396
203;r;a;44;17397
203;r;a;45;17398
203;r;a;46;17399
203;r;a;47;17400
203;r;b;1;17401
203;r;b;2;17402
203;r;b;3;17403
203;r;b;4;17404
203;r;b;5;17405
203;r;b;6;17406
203;r;b;7;17407
203;r;b;8;17408
203;r;b;9;17409
203;r;b;10;17410
203;r;b;11;17411
203;r;b;12;17412
203;r;b;13;17413
203;r;b;14;17414
203;r;b;15;17415
203;r;b;16;17416
203;r;b;17;17417
203;r;b;18;17418
203;r;b;19;17419
203;r;b;20;17420
203;r;b;21;17421
203;r;b;22;17422
203;r;b;23;17423
203;r;b;24;17424
203;r;b;25;17425
203;r;b;26;17426
203;r;b;27;17427
203;r;b;28;17428
203;r;b;29;17429
203;r;b;30;17430
203;r;b;31;17431
203;r;b;32;17432
203;r;b;33;17433
203;r;b;34;17434
203;r;b;35;17435
203;r;b;36;17436
203;r;b;37;17437
203;r;b;38;17438
203;r;b;39;17439
203;r;b;40;17440
203;r;b;41;17441
203;r;b;42;17442
203;r;b;43;17443
203;r;b;44;17444
203;r;b;45;17445
203;r;b;46;17446
203;r;b;47;17447
203;v;a;1;17448
203;v;a;2;17449
203;v;a;3;17450
203;v;a;4;17451
203;v;a;5;17452
203;v;a;6;17453
203;v;a;7;17454
203;v;a;8;17455
203;v;a;9;17456
203;v;a;10;17457
203;v;a;11;17458
203;v;a;12;17459
203;v;a;13;17460
203;v;a;14;17461
203;v;a;15;17462
203;v;a;16;17463
203;v;a;17;17464
203;v;a;18;17465
203;v;a;19;17466
203;v;a;20;17467
203;v;a;21;17468
203;v;a;22;17469
203;v;a;23;17470
203;v;a;24;17471
203;v;a;25;17472
203;v;a;26;17473
203;v;a;27;17474
203;v;a;28;17475
203;v;a;29;17476
203;v;a;30;17477
203;v;a;31;17478
203;v;a;32;17479
203;v;a;33;17480
203;v;a;34;17481
203;v;a;35;17482
203;v;a;36;17483
203;v;a;37;17484
203;v;a;38;17485
203;v;a;39;17486
203;v;a;40;17487
203;v;a;41;17488
203;v;a;42;17489
203;v;a;43;17490
203;v;a;44;17491
203;v;a;45;17492
203;v;a;46;17493
203;v;a;47;17494
203;v;b;1;17495
203;v;b;2;17496
203;v;b;3;17497
203;v;b;4;17498
203;v;b;5;17499
203;v;b;6;17500
203;v;b;7;17501
203;v;b;8;17502
203;v;b;9;17503
203;v;b;10;17504
203;v;b;11;17505
203;v;b;12;17506
203;v;b;13;17507
203;v;b;14;17508
203;v;b;15;17509
203;v;b;16;17510
203;v;b;17;17511
203;v;b;18;17512
203;v;b;19;17513
203;v;b;20;17514
203;v;b;21;17515
203;v;b;22;17516
203;v;b;23;17517
203;v;b;24;17518
203;v;b;25;17519
203;v;b;26;17520
203;v;b;27;17521
203;v;b;28;17522
203;v;b;29;17523
203;v;b;30;17524
203;v;b;31;17525
203;v;b;32;17526
203;v;b;33;17527
203;v;b;34;17528
203;v;b;35;17529
203;v;b;36;17530
203;v;b;37;17531
203;v;b;38;17532
203;v;b;39;17533
203;v;b;40;17534-0
203;v;b;41;17534-0
203;v;b;42;17534
203;v;b;43;17535
203;v;b;44;17536
203;v;b;45;17537
203;v;b;46;17538
203;v;b;47;17539
204;r;a;1;17540
204;r;a;2;17541
204;r;a;3;17542
204;r;a;4;17543
204;r;a;5;17544
204;r;a;6;17545
204;r;a;7;17546
204;r;a;8;17547
204;r;a;9;17548
204;r;a;10;17549
204;r;a;11;17550
204;r;a;12;17551
204;r;a;13;17552
204;r;a;14;17553
204;r;a;15;17554
204;r;a;16;17555
204;r;a;17;17556
204;r;a;18;17557
204;r;a;19;17558
204;r;a;20;17559
204;r;a;21;17560
204;r;a;22;17561
204;r;a;23;17562
204;r;a;24;17563
204;r;a;25;17564
204;r;a;26;17565
204;r;a;27;17566
204;r;a;28;17567
204;r;a;29;17568
204;r;a;30;17569
204;r;a;31;17570
204;r;a;32;17571
204;r;a;33;17572
204;r;a;34;17573
204;r;a;35;17574
204;r;a;36;17575
204;r;a;37;17576
204;r;a;38;17577
204;r;a;39;17578
204;r;a;40;17579
204;r;a;41;17580
204;r;a;42;17581
204;r;a;43;17582
204;r;a;44;17583
204;r;a;45;17584
204;r;a;46;17585
204;r;a;47;17586
204;r;a;48;17587
204;r;a;49;17588
204;r;a;50;17589
204;r;b;1;17590
204;r;b;2;17591
204;r;b;3;17592
204;r;b;4;17593
204;r;b;5;17594
204;r;b;6;17595
204;r;b;7;17596
204;r;b;8;17597
204;r;b;9;17598
204;r;b;10;17599
204;r;b;11;17600
204;r;b;12;17601
204;r;b;13;17602
204;r;b;14;17603
204;r;b;15;17604
204;r;b;16;17605
204;r;b;17;17606
204;r;b;18;17607
204;r;b;19;17608
204;r;b;20;17609
204;r;b;21;17610
204;r;b;22;17611
204;r;b;23;17612
204;r;b;24;17613
204;r;b;25;17614
204;r;b;26;17615
204;r;b;27;17616
204;r;b;28;17617
204;r;b;29;17618
204;r;b;30;17619
204;r;b;31;17620
204;r;b;32;17621
204;r;b;33;17622
204;r;b;34;17623
204;r;b;35;17624
204;r;b;36;17625
204;r;b;37;17626
204;r;b;38;17627
204;r;b;39;17628
204;r;b;40;17629
204;r;b;41;17630
204;r;b;42;17631
204;r;b;43;17632
204;r;b;44;17633
204;r;b;45;17634
204;r;b;46;17635
204;r;b;47;17636
204;r;b;48;17637
204;r;b;49;17638
204;v;a;1;17639
204;v;a;2;17640
204;v;a;3;17641
204;v;a;4;17642
204;v;a;5;17643
204;v;a;6;17644
204;v;a;7;17645
204;v;a;8;17646
204;v;a;9;17647
204;v;a;10;17648
204;v;a;11;17649
204;v;a;12;17650
204;v;a;13;17651
204;v;a;14;17652
204;v;a;15;17653
204;v;a;16;17654
204;v;a;17;17655
204;v;a;18;17656
204;v;a;19;17657
204;v;a;20;17658
204;v;a;21;17659
204;v;a;22;17660
204;v;a;23;17661
204;v;a;24;17662
204;v;a;25;17663
204;v;a;26;17664
204;v;a;27;17665
204;v;a;28;17666
204;v;a;29;17667
204;v;a;30;17668
204;v;a;31;17669
204;v;a;32;17670
204;v;a;33;17671
204;v;a;34;17672
204;v;a;35;17673
204;v;a;36;17674
204;v;a;37;17675
204;v;a;38;17676
204;v;a;39;17677
204;v;a;40;17678
204;v;a;41;17679
204;v;a;42;17680
204;v;a;43;17681
204;v;a;44;17682
204;v;a;45;17683
204;v;a;46;17684
204;v;a;47;17685
204;v;a;48;17686
204;v;a;49;17687
204;v;b;1;17688
204;v;b;2;17689
204;v;b;3;17690
204;v;b;4;17691
204;v;b;5;17692
204;v;b;6;17693
204;v;b;7;17694
204;v;b;8;17695
204;v;b;9;17696
204;v;b;10;17697
204;v;b;11;17698
204;v;b;12;17699
204;v;b;13;17700
204;v;b;14;17701
204;v;b;15;17702
204;v;b;16;17703
204;v;b;17;17704
204;v;b;18;17705
204;v;b;19;17706
204;v;b;20;17707
204;v;b;21;17708
204;v;b;22;17709
204;v;b;23;17710
204;v;b;24;17711
204;v;b;25;17712
204;v;b;26;17713
204;v;b;27;17714
204;v;b;28;17715
204;v;b;29;17716
204;v;b;30;17717
204;v;b;31;17718
204;v;b;32;17719
204;v;b;33;17720
204;v;b;34;17721
204;v;b;35;17722
204;v;b;36;17723
204;v;b;37;17724
204;v;b;38;17725
204;v;b;39;17726
204;v;b;40;17727
204;v;b;41;17728
204;v;b;42;17729
204;v;b;43;17730
204;v;b;44;17731
204;v;b;45;17732
204;v;b;46;17733
204;v;b;47;17734
204;v;b;48;17735
204;v;b;49;17736
205;r;a;1;17737
205;r;a;2;17738
205;r;a;3;17739
205;r;a;4;17740
205;r;a;5;17741
205;r;a;6;17742
205;r;a;7;17743
205;r;a;8;17744
205;r;a;9;17745
205;r;a;10;17746
205;r;a;11;17747
205;r;a;12;17748
205;r;a;13;17749
205;r;a;14;17750
205;r;a;15;17751
205;r;a;16;17752
205;r;a;17;17753
205;r;a;18;17754
205;r;a;19;17755
205;r;a;20;17756
205;r;a;21;17757
205;r;a;22;17758
205;r;a;23;17759
205;r;a;24;17760
205;r;a;25;17761
205;r;a;26;17762-0
205;r;a;27;17762-0
205;r;a;28;17762
205;r;a;29;17763
205;r;a;30;17764
205;r;a;31;17765
205;r;a;32;17766
205;r;a;33;17767
205;r;a;34;17768
205;r;a;35;17769
205;r;a;36;17770
205;r;a;37;17771
205;r;a;38;17772
205;r;a;39;17773
205;r;a;40;17774
205;r;a;41;17775
205;r;a;42;17776
205;r;a;43;17777
205;r;a;44;17778
205;r;a;45;17779
205;r;a;46;17780
205;r;a;47;17781
205;r;a;48;17782
205;r;a;49;17783
205;r;b;1;17784
205;r;b;2;17785
205;r;b;3;17786
205;r;b;4;17787
205;r;b;5;17788
205;r;b;6;17789
205;r;b;7;17790
205;r;b;8;17791
205;r;b;9;17792
205;r;b;10;17793
205;r;b;11;17794
205;r;b;12;17795
205;r;b;13;17796
205;r;b;14;17797
205;r;b;15;17798
205;r;b;16;17799
205;r;b;17;17800
205;r;b;18;17801
205;r;b;19;17802
205;r;b;20;17803
205;r;b;21;17804
205;r;b;22;17805
205;r;b;23;17806
205;r;b;24;17807
205;r;b;25;17808
205;r;b;26;17809
205;r;b;27;17810
205;r;b;28;17811
205;r;b;29;17812
205;r;b;30;17813
205;r;b;31;17814
205;r;b;32;17815
205;r;b;33;17816
205;r;b;34;17817
205;r;b;35;17818
205;r;b;36;17819
205;r;b;37;17820
205;r;b;38;17821
205;r;b;39;17822
205;r;b;40;17823
205;r;b;41;17824
205;r;b;42;17825
205;r;b;43;17826
205;r;b;44;17827
205;r;b;45;17828
205;r;b;46;17829
205;r;b;47;17830
205;r;b;48;17831
205;v;a;1;17832
205;v;a;2;17833
205;v;a;3;17834
205;v;a;4;17835
205;v;a;5;17836
205;v;a;6;17837
205;v;a;7;17838
205;v;a;8;17839
205;v;a;9;17840
205;v;a;10;17841
205;v;a;11;17842
205;v;a;12;17843
205;v;a;13;17844
205;v;a;14;17845
205;v;a;15;17846
205;v;a;16;17847
205;v;a;17;17848
205;v;a;18;17849
205;v;a;19;17850
205;v;a;20;17851
205;v;a;21;17852
205;v;a;22;17853
205;v;a;23;17854
205;v;a;24;17855
205;v;a;25;17856
205;v;a;26;17857
205;v;a;27;17858
205;v;a;28;17859
205;v;a;29;17860
205;v;a;30;17861
205;v;a;31;17862
205;v;a;32;17863
205;v;a;33;17864
205;v;a;34;17865
205;v;a;35;17866
205;v;a;36;17867
205;v;a;37;17868
205;v;a;38;17869
205;v;a;39;17870
205;v;a;40;17871
205;v;a;41;17872
205;v;a;42;17873
205;v;a;43;17874
205;v;a;44;17875
205;v;a;45;17876
205;v;a;46;17877
205;v;a;47;17878
205;v;a;48;17879
205;v;a;49;17880
205;v;b;1;17881
205;v;b;2;17882
205;v;b;3;17883
205;v;b;4;17884
205;v;b;5;17885
205;v;b;6;17886
205;v;b;7;17887
205;v;b;8;17888
205;v;b;9;17889
205;v;b;10;17890
205;v;b;11;17891
205;v;b;12;17892
205;v;b;13;17893
205;v;b;14;17894
205;v;b;15;17895
205;v;b;16;17896
205;v;b;17;17897
205;v;b;18;17898
205;v;b;19;17899
205;v;b;20;17900
205;v;b;21;17901
205;v;b;22;17902
205;v;b;23;17903
205;v;b;24;17904
205;v;b;25;17905
205;v;b;26;17906
205;v;b;27;17907
205;v;b;28;17908
205;v;b;29;17909
205;v;b;30;17910
205;v;b;31;17911
205;v;b;32;17912
205;v;b;33;17913
205;v;b;34;17914
205;v;b;35;17915
205;v;b;36;17916
205;v;b;37;17917
205;v;b;38;17918
205;v;b;39;17919
205;v;b;40;17920
205;v;b;41;17921
205;v;b;42;17922
205;v;b;43;17923
205;v;b;44;17924
205;v;b;45;17925
205;v;b;46;17926
205;v;b;47;17927
205;v;b;48;17928
205;v;b;49;17929
206;r;a;1;17930
206;r;a;2;17931
206;r;a;3;17932
206;r;a;4;17933
206;r;a;5;17934
206;r;a;6;17935
206;r;a;7;17936
206;r;a;8;17937
206;r;a;9;17938
206;r;a;10;17939
206;r;a;11;17940
206;r;a;12;17941
206;r;a;13;17942
206;r;a;14;17943
206;r;a;15;17944
206;r;a;16;17945
206;r;a;17;17946
206;r;a;18;17947
206;r;a;19;17948
206;r;a;20;17949
206;r;a;21;17950
206;r;a;22;17951
206;r;a;23;17952
206;r;a;24;17953
206;r;a;25;17954
206;r;a;26;17955
206;r;a;27;17956
206;r;a;28;17957
206;r;a;29;17958
206;r;a;30;17959
206;r;a;31;17960
206;r;a;32;17961
206;r;a;33;17962
206;r;a;34;17963
206;r;a;35;17964
206;r;a;36;17965
206;r;a;37;17966
206;r;a;38;17967
206;r;a;39;17968
206;r;a;40;17969
206;r;a;41;17970
206;r;a;42;17971
206;r;a;43;17972
206;r;a;44;17973
206;r;a;45;17974
206;r;a;46;17975
206;r;a;47;17976
206;r;a;48;17977
206;r;b;1;17978
206;r;b;2;17979
206;r;b;3;17980
206;r;b;4;17981
206;r;b;5;17982
206;r;b;6;17983
206;r;b;7;17984
206;r;b;8;17985
206;r;b;9;17986
206;r;b;10;17987
206;r;b;11;17988
206;r;b;12;17989
206;r;b;13;17990
206;r;b;14;17991
206;r;b;15;17992
206;r;b;16;17993
206;r;b;17;17994
206;r;b;18;17995
206;r;b;19;17996
206;r;b;20;17997
206;r;b;21;17998
206;r;b;22;17999
206;r;b;23;18000
206;r;b;24;18001
206;r;b;25;18002
206;r;b;26;18003
206;r;b;27;18004
206;r;b;28;18005
206;r;b;29;18006
206;r;b;30;18007
206;r;b;31;18008
206;r;b;32;18009
206;r;b;33;18010
206;r;b;34;18011
206;r;b;35;18012
206;r;b;36;18013
206;r;b;37;18014
206;r;b;38;18015
206;r;b;39;18016
206;r;b;40;18017
206;r;b;41;18018
206;r;b;42;18019
206;r;b;43;18020
206;r;b;44;18021
206;r;b;45;18022
206;r;b;46;18023
206;r;b;47;18024
206;r;b;48;18025
206;r;b;49;18026
206;v;a;1;18027
206;v;a;2;18028
206;v;a;3;18029
206;v;a;4;18030
206;v;a;5;18031
206;v;a;6;18032
206;v;a;7;18033
206;v;a;8;18034
206;v;a;9;18035
206;v;a;10;18036
206;v;a;11;18037
206;v;a;12;18038
206;v;a;13;18039
206;v;a;14;18040
206;v;a;15;18041
206;v;a;16;18042
206;v;a;17;18043
206;v;a;18;18044
206;v;a;19;18045
206;v;a;20;18046
206;v;a;21;18047
206;v;a;22;18048
206;v;a;23;18049
206;v;a;24;18050
206;v;a;25;18051
206;v;a;26;18052
206;v;a;27;18053
206;v;a;28;18054
206;v;a;29;18055
206;v;a;30;18056
206;v;a;31;18057
206;v;a;32;18058
206;v;a;33;18059
206;v;a;34;18060
206;v;a;35;18061
206;v;a;36;18062
206;v;a;37;18063
206;v;a;38;18064
206;v;a;39;18065
206;v;a;40;18066
206;v;a;41;18067
206;v;a;42;18068
206;v;a;43;18069
206;v;a;44;18070
206;v;a;45;18071
206;v;a;46;18072
206;v;a;47;18073
206;v;a;48;18074
206;v;a;49;18075
206;v;b;1;18076
206;v;b;2;18077
206;v;b;3;18078
206;v;b;4;18079
206;v;b;5;18080
206;v;b;6;18081
206;v;b;7;18082
206;v;b;8;18083
206;v;b;9;18084
206;v;b;10;18085
206;v;b;11;18086
206;v;b;12;18087
206;v;b;13;18088
206;v;b;14;18089
206;v;b;15;18090
206;v;b;16;18091
206;v;b;17;18092
206;v;b;18;18093
206;v;b;19;18094
206;v;b;20;18095
206;v;b;21;18096
206;v;b;22;18097
206;v;b;23;18098
206;v;b;24;18099
206;v;b;25;18100
206;v;b;26;18101
206;v;b;27;18102
206;v;b;28;18103
206;v;b;29;18104
206;v;b;30;18105
206;v;b;31;18106
206;v;b;32;18107
206;v;b;33;18108
206;v;b;34;18109
206;v;b;35;18110
206;v;b;36;18111
206;v;b;37;18112
206;v;b;38;18113
206;v;b;39;18114
206;v;b;40;18115
206;v;b;41;18116
206;v;b;42;18117
206;v;b;43;18118
206;v;b;44;18119
206;v;b;45;18120
206;v;b;46;18121
206;v;b;47;18122
206;v;b;48;18123
207;r;a;1;18124
207;r;a;2;18125
207;r;a;3;18126
207;r;a;4;18127
207;r;a;5;18128
207;r;a;6;18129
207;r;a;7;18130
207;r;a;8;18131
207;r;a;9;18132
207;r;a;10;18133
207;r;a;11;18134
207;r;a;12;18135
207;r;a;13;18136
207;r;a;14;18137
207;r;a;15;18138
207;r;a;16;18139
207;r;a;17;18140
207;r;a;18;18141
207;r;a;19;18142
207;r;a;20;18143
207;r;a;21;18144
207;r;a;22;18145
207;r;a;23;18146
207;r;a;24;18147
207;r;a;25;18148
207;r;a;26;18149
207;r;a;27;18150
207;r;a;28;18151
207;r;a;29;18152
207;r;a;30;18153
207;r;a;31;18154
207;r;a;32;18155
207;r;a;33;18156
207;r;a;34;18157
207;r;a;35;18158
207;r;a;36;18159
207;r;a;37;18160
207;r;a;38;18161
207;r;a;39;18162
207;r;a;40;18163
207;r;a;41;18164
207;r;a;42;18165
207;r;a;43;18166
207;r;a;44;18167
207;r;a;45;18168
207;r;a;46;18169
207;r;a;47;18170
207;r;a;48;18171
207;r;a;49;18172
207;r;a;50;18173
207;r;a;51;18174
207;r;a;52;18175
207;r;a;53;18176
207;r;a;54;18177
207;r;a;55;18178
207;r;b;1;18179
207;r;b;2;18180
207;r;b;3;18181
207;r;b;4;18182
207;r;b;5;18183
207;r;b;6;18184
207;r;b;7;18185
207;r;b;8;18186
207;r;b;9;18187
207;r;b;10;18188
207;r;b;11;18189
207;r;b;12;18190
207;r;b;13;18191
207;r;b;14;18192
207;r;b;15;18193
207;r;b;16;18194
207;r;b;17;18195
207;r;b;18;18196
207;r;b;19;18197
207;r;b;20;18198
207;r;b;21;18199
207;r;b;22;18200
207;r;b;23;18201
207;r;b;24;18202
207;r;b;25;18203
207;r;b;26;18204
207;r;b;27;18205
207;r;b;28;18206
207;r;b;29;18207
207;r;b;30;18208
207;r;b;31;18209
207;r;b;32;18210
207;r;b;33;18211
207;r;b;34;18212
207;r;b;35;18213
207;r;b;36;18214
207;r;b;37;18215
207;r;b;38;18216
207;r;b;39;18217
207;r;b;40;18218
207;r;b;41;18219
207;r;b;42;18220
207;r;b;43;18221
207;r;b;44;18222
207;r;b;45;18223
207;r;b;46;18224
207;r;b;47;18225
207;r;b;48;18226
207;r;b;49;18227
207;r;b;50;18228-0
207;r;b;51;18228
207;r;b;52;18229
207;r;b;53;18230
207;r;b;54;18231
207;r;b;55;18232
207;v;a;1;18233
207;v;a;2;18234
207;v;a;3;18235
207;v;a;4;18236
207;v;a;5;18237
207;v;a;6;18238
207;v;a;7;18239
207;v;a;8;18240
207;v;a;9;18241
207;v;a;10;18242
207;v;a;11;18243
207;v;a;12;18244
207;v;a;13;18245
207;v;a;14;18246
207;v;a;15;18247
207;v;a;16;18248
207;v;a;17;18249
207;v;a;18;18250
207;v;a;19;18251
207;v;a;20;18252
207;v;a;21;18253
207;v;a;22;18254
207;v;a;23;18255
207;v;a;24;18256
207;v;a;25;18257
207;v;a;26;18258
207;v;a;27;18259
207;v;a;28;18260
207;v;a;29;18261
207;v;a;30;18262
207;v;a;31;18263
207;v;a;32;18264
207;v;a;33;18265
207;v;a;34;18266
207;v;a;35;18267
207;v;a;36;18268
207;v;a;37;18269
207;v;a;38;18270
207;v;a;39;18271
207;v;a;40;18272
207;v;a;41;18273
207;v;a;42;18274
207;v;a;43;18275
207;v;a;44;18276
207;v;a;45;18277
207;v;a;46;18278
207;v;a;47;18279
207;v;b;1;18280
207;v;b;2;18281
207;v;b;3;18282
207;v;b;4;18283
207;v;b;5;18284
207;v;b;6;18285
207;v;b;7;18286
207;v;b;8;18287
207;v;b;9;18288
207;v;b;10;18289
207;v;b;11;18290
207;v;b;12;18291
207;v;b;13;18292
207;v;b;14;18293
207;v;b;15;18294
207;v;b;16;18295
207;v;b;17;18296
207;v;b;18;18297
207;v;b;19;18298
207;v;b;20;18299
207;v;b;21;18300
207;v;b;22;18301
207;v;b;23;18302
207;v;b;24;18303
207;v;b;25;18304
207;v;b;26;18305
207;v;b;27;18306
207;v;b;28;18307
207;v;b;29;18308
207;v;b;30;18309
207;v;b;31;18310
207;v;b;32;18311
207;v;b;33;18312
207;v;b;34;18313
207;v;b;35;18314
207;v;b;36;18315
207;v;b;37;18316
207;v;b;38;18317
207;v;b;39;18318
207;v;b;40;18319
207;v;b;41;18320
207;v;b;42;18321
207;v;b;43;18322
207;v;b;44;18323
207;v;b;45;18324
207;v;b;46;18325
207;v;b;47;18326
207;v;b;48;18327
207;v;b;49;18328
208;r;a;1;18329
208;r;a;2;18330
208;r;a;3;18331
208;r;a;4;18332
208;r;a;5;18333
208;r;a;6;18334
208;r;a;7;18335
208;r;a;8;18336
208;r;a;9;18337
208;r;a;10;18338
208;r;a;11;18339
208;r;a;12;18340
208;r;a;13;18341
208;r;a;14;18342
208;r;a;15;18343
208;r;a;16;18344
208;r;a;17;18345
208;r;a;18;18346
208;r;a;19;18347
208;r;a;20;18348
208;r;a;21;18349
208;r;a;22;18350
208;r;a;23;18351
208;r;a;24;18352
208;r;a;25;18353
208;r;a;26;18354
208;r;a;27;18355
208;r;a;28;18356
208;r;a;29;18357
208;r;a;30;18358
208;r;a;31;18359
208;r;a;32;18360
208;r;a;33;18361
208;r;a;34;18362
208;r;a;35;18363
208;r;a;36;18364
208;r;a;37;18365
208;r;a;38;18366
208;r;a;39;18367
208;r;a;40;18368
208;r;a;41;18369
208;r;a;42;18370
208;r;a;43;18371
208;r;a;44;18372
208;r;a;45;18373
208;r;a;46;18374
208;r;a;47;18375
208;r;a;48;18376
208;r;a;49;18377
208;r;b;1;18378
208;r;b;2;18379
208;r;b;3;18380
208;r;b;4;18381
208;r;b;5;18382
208;r;b;6;18383
208;r;b;7;18384
208;r;b;8;18385
208;r;b;9;18386
208;r;b;10;18387
208;r;b;11;18388
208;r;b;12;18389
208;r;b;13;18390
208;r;b;14;18391
208;r;b;15;18392
208;r;b;16;18393
208;r;b;17;18394
208;r;b;18;18395
208;r;b;19;18396
208;r;b;20;18397
208;r;b;21;18398
208;r;b;22;18399
208;r;b;23;18400
208;r;b;24;18401
208;r;b;25;18402
208;r;b;26;18403
208;r;b;27;18404
208;r;b;28;18405
208;r;b;29;18406
208;r;b;30;18407
208;r;b;31;18408
208;r;b;32;18409
208;r;b;33;18410
208;r;b;34;18411
208;r;b;35;18412
208;r;b;36;18413
208;r;b;37;18414
208;r;b;38;18415
208;r;b;39;18416
208;r;b;40;18417
208;r;b;41;18418
208;r;b;42;18419
208;r;b;43;18420
208;r;b;44;18421
208;r;b;45;18422
208;r;b;46;18423
208;r;b;47;18424
208;r;b;48;18425
208;r;b;49;18426
208;r;b;50;18427
208;r;b;51;18428
208;r;b;52;18429
208;v;a;1;18430
208;v;a;2;18431
208;v;a;3;18432
208;v;a;4;18433
208;v;a;5;18434
208;v;a;6;18435
208;v;a;7;18436
208;v;a;8;18437
208;v;a;9;18438
208;v;a;10;18439
208;v;a;11;18440
208;v;a;12;18441
208;v;a;13;18442
208;v;a;14;18443
208;v;a;15;18444
208;v;a;16;18445
208;v;a;17;18446
208;v;a;18;18447
208;v;a;19;18448
208;v;a;20;18449
208;v;a;21;18450
208;v;a;22;18451
208;v;a;23;18452
208;v;a;24;18453
208;v;a;25;18454
208;v;a;26;18455
208;v;a;27;18456
208;v;a;28;18457
208;v;a;29;18458
208;v;a;30;18459
208;v;a;31;18460
208;v;a;32;18461
208;v;a;33;18462
208;v;a;34;18463
208;v;a;35;18464
208;v;a;36;18465
208;v;a;37;18466
208;v;a;38;18467
208;v;a;39;18468
208;v;a;40;18469
208;v;a;41;18470
208;v;a;42;18471
208;v;a;43;18472
208;v;a;44;18473
208;v;a;45;18474
208;v;a;46;18475
208;v;a;47;18476
208;v;a;48;18477
208;v;a;49;18478
208;v;b;1;18479
208;v;b;2;18480
208;v;b;3;18481
208;v;b;4;18482
208;v;b;5;18483
208;v;b;6;18484
208;v;b;7;18485
208;v;b;8;18486
208;v;b;9;18487
208;v;b;10;18488
208;v;b;11;18489
208;v;b;12;18490
208;v;b;13;18491
208;v;b;14;18492
208;v;b;15;18493
208;v;b;16;18494
208;v;b;17;18495
208;v;b;18;18496
208;v;b;19;18497
208;v;b;20;18498
208;v;b;21;18499
208;v;b;22;18500
208;v;b;23;18501
208;v;b;24;18502
208;v;b;25;18503
208;v;b;26;18504
208;v;b;27;18505
208;v;b;28;18506
208;v;b;29;18507
208;v;b;30;18508
208;v;b;31;18509
208;v;b;32;18510
208;v;b;33;18511
208;v;b;34;18512
208;v;b;35;18513
208;v;b;36;18514
208;v;b;37;18515
208;v;b;38;18516
208;v;b;39;18517
208;v;b;40;18518
208;v;b;41;18519
208;v;b;42;18520
208;v;b;43;18521
208;v;b;44;18522
208;v;b;45;18523
208;v;b;46;18524
208;v;b;47;18525
208;v;b;48;18526
208;v;b;49;18527
209;r;a;1;18528
209;r;a;2;18529
209;r;a;3;18530
209;r;a;4;18531
209;r;a;5;18532
209;r;a;6;18533
209;r;a;7;18534
209;r;a;8;18535
209;r;a;9;18536
209;r;a;10;18537
209;r;a;11;18538
209;r;a;12;18539
209;r;a;13;18540
209;r;a;14;18541
209;r;a;15;18542
209;r;a;16;18543
209;r;a;17;18544
209;r;a;18;18545
209;r;a;19;18546
209;r;a;20;18547
209;r;a;21;18548
209;r;a;22;18549
209;r;a;23;18550
209;r;a;24;18551
209;r;a;25;18552
209;r;a;26;18553
209;r;a;27;18554
209;r;a;28;18555
209;r;a;29;18556
